English Name,English District,Best Arabic Match,Match Score,Cand1,Cand1_Lat,Cand1_Score,Cand2,Cand2_Lat,Cand2_Score,Cand3,Cand3_Lat,Cand3_Score
Haouche-al-Omara (Terres),Zahleh,زحلة وادي العرايش,35.8974358974359,زحلة وادي العرايش,حوشي al امارا (Terres),35.8974358974359,حي السلم,حوشي al امرة (Terres),34.48275862068965,زحلة مار مخايل,حوش al عمارا (Terres),34.28571428571429
Haouche Kaissar,Zahleh,شهابية الفاعور,52.17391304347826,شهابية الفاعور,حوشي كاعصار,52.17391304347826,حي الفيكاني,حوشي كايسر,50.0,قب الياس التحتا,حوش قيثار,50.0
Haouche Sayadi,Zahleh,زحلة حي السيدة,62.5,زحلة حي السيدة,حوش سيد,62.5,شهابية الفاعور,حعوشه سايد,50.0,حي الفيكاني,هوشي صيادي,47.61904761904762
Hochemoche,Zahleh,زحلة المعلقه,40.0,زحلة المعلقه,حشمشه,40.0,زحلة المعلقه الشمالي,حشمشه,38.095238095238095,زحلة مار مخايل,حشمشي,31.578947368421055
Kab Elias,Zahleh,قب الياس الفوقا,70.58823529411765,قب الياس الفوقا,قاب اليس,70.58823529411765,قب الياس التحتا,قب ايلياس,70.0,كابوسية,كاب اليس,61.53846153846154
Ksara,Zahleh,الكرمة,75.0,الكرمة,كثرة,75.0,كابوسية,كسرة,54.54545454545455,خضر بك,كسر,44.44444444444444
Maallaka (Terres),Zahleh,زحلة المعلقه,43.47826086956522,زحلة المعلقه,معلق (Terres),43.47826086956522,الكرمة,مالكة (Terres),40.0,الفرزل الفوقا,مالقا (Terres),37.03703703703704
Maazraat-el-Ramtanieh,Zahleh,زحلة الراسيه التحتا,50.0,زحلة الراسيه التحتا,مازراة el رامتنيه,50.0,زحلة الراسيه الفوقا,ماذراة el رامتنيه,44.44444444444444,زحلة المعلقه الشمالي,مازرعت el رمتانيه,42.42424242424242
Mandara,Zahleh,الكرمة,44.44444444444444,الكرمة,مندرة,44.44444444444444,خضر بك,منضر,40.0,زحلة مار مخايل,ماندرا,40.0
Mejdel-Anjar,Zahleh,تل الاخضر,60.0,تل الاخضر,مجدل النجار,60.0,زحلة مار مخايل,مجدال النجار,53.84615384615385,جلالا,مجدال النجار,53.333333333333336
Nasriyat Rizk,Zahleh,حي الفيكاني,50.0,حي الفيكاني,نثرية ريزك,50.0,كابوسية,ناصرية رذك,47.05882352941177,الكرمة,نثرية رذك,46.15384615384615
Tal-al-Amara,Zahleh,تل الاخضر,60.0,تل الاخضر,تل al امارا,60.0,زحلة مار مخايل,طال al أمارة,53.84615384615385,زحلة وادي العرايش,تل al عمرا,50.0
Tal-el-Akhdar,Zahleh,تل الاخضر,70.58823529411765,تل الاخضر,تل el أخضر,70.58823529411765,خضر بك,تل el أخضر,50.0,زحلة مار مخايل,طال el أخدار,46.15384615384615
Tchiflik Eddé,Zahleh,تل الاخضر,66.66666666666666,تل الاخضر,تشفلك اض,66.66666666666666,حي الفيكاني,تشفليك الدي,53.333333333333336,الفرزل الفوقا,تشفلك الد,50.0
Tchiflik Kikano,Zahleh,حي الفيكاني,58.8235294117647,حي الفيكاني,تشفلك كيكان,58.8235294117647,زحلة كرك نوح,تشفلك ككنو,54.54545454545455,قب الياس الفوقا,طشفلق قيقان,54.54545454545455
Wadi-el-Arayeche,Zahleh,زحلة وادي العرايش,76.92307692307692,زحلة وادي العرايش,وادي el عرايش,76.92307692307692,حي الفيكاني,ودي el الرياشي,56.0,زحلة الراسيه الفوقا,واد el الريشه,50.0
Zahlé (Terres),Zahleh,زحلة حي السيدة,36.36363636363637,زحلة حي السيدة,زحلي (Terres),36.36363636363637,حاجي حببلي,زحلي (Terres),34.78260869565217,زحلة المعلقه,زحله (Terres),34.78260869565217
Zahlé Al-Rassié,Zahleh,زحلة الراسيه التحتا,74.07407407407408,زحلة الراسيه التحتا,زحل Al راسيه,74.07407407407408,زحلة الراسيه الفوقا,زحل Al راسيه,66.66666666666666,زحلة وادي العرايش,ذحل Al راسي,57.142857142857146
Zahlé Maallaka Kerek,Zahleh,زحلة مار مخايل,74.07407407407408,زحلة مار مخايل,زحل مالك كارك,74.07407407407408,زحلة المعلقه الشمالي,زحل معلق كاريك,73.33333333333333,زحلة المعلقه,زحل معلق كرك,72.72727272727272
Zahlé Mar Gérios,Zahleh,زحلة الميدان الغربي,74.07407407407408,زحلة الميدان الغربي,زحل مار غريس,74.07407407407408,زحلة مار مخايل,زحل مار غاريث,74.07407407407408,زحلة وادي العرايش,زحل مار جاريث,60.0
Zebdol,Zahleh,خضر بك,40.0,خضر بك,ظبضل,40.0,تل الاخضر,ظبضل,36.36363636363637,كابوسية,ظبدول,33.33333333333333
Aïn-Rommané,Aley,عين الفريديس,66.66666666666666,عين الفريديس,عين رمني,66.66666666666666,عاليه وسطاني,أين روماني,54.54545454545455,جسر القاضي,عاين رمن,50.0
Baïssour,Aley,البساتين,54.54545454545455,البساتين,بايسر,54.54545454545455,جسر القاضي,بايسر,53.333333333333336,الرجمة,باسر,40.0
Bhamdoun (Gare),Aley,محطة بحمدون,70.58823529411765,محطة بحمدون,بحمدون (Gare),70.58823529411765,البساتين,بهامدن (Gare),31.578947368421055,جسر القاضي,بحامضٌ (Gare),28.57142857142857
Btallaoun,Aley,البساتين,54.54545454545455,البساتين,بتلون,54.54545454545455,التعزانية,بتالعون,50.0,الكحالة,بطالاٌ,46.15384615384615
Bteezanieh,Aley,التعزانية,66.66666666666666,التعزانية,بتيزانيه,66.66666666666666,البساتين,بتيذنيه,61.53846153846154,عاليه وسطاني,بتيزانيه,40.0
El-Fsaïkine,Aley,عاليه وسطاني,47.61904761904762,عاليه وسطاني,El فساقني,47.61904761904762,عين الفريديس,El فسعيكن,47.61904761904762,البساتين,El فسكين,42.857142857142854
El-Kahalé,Aley,الكحالة,66.66666666666666,الكحالة,El كحال,66.66666666666666,عاليه قبلي,El كاهلي,44.44444444444444,البساتين,El كاهلي,37.5
El-Kamatiyeh,Aley,القماطية,42.857142857142854,القماطية,El كمطيه,42.857142857142854,البساتين,El كماتيه,40.0,جسر القاضي,El كماتيه,35.294117647058826
El-Rejmeh,Aley,الرجمة,54.54545454545455,الرجمة,El رجمه,54.54545454545455,عاليه غربي,El رجميه,33.33333333333333,عين الفريديس,El رجميه,33.33333333333333
Homs et Hama,Aley,عاليه وسطاني,52.17391304347826,عاليه وسطاني,هومس اية هم,52.17391304347826,محطة بحمدون,حمص عط حم,50.0,الكحالة,حمص ات هامة,44.44444444444444
litige,Aley,عاليه غربي,53.333333333333336,عاليه غربي,لتيغي,53.333333333333336,البساتين,لتجي,50.0,القماطية,لتقي,50.0
Mchakhté,Aley,القماطية,66.66666666666666,القماطية,مشاخطي,66.66666666666666,البساتين,مشاختي,50.0,الكحالة,مشاكهة,46.15384615384615
Bsaba Wadi Dlab,Baabda,برج البراجنة حي السياد,57.142857142857146,برج البراجنة حي السياد,بسابة واد دلب,57.142857142857146,برج البراجنة حي المنشية,بسابة ودي دلب,48.275862068965516,الفياضية,بسبا وضي ضلاب,47.61904761904762
El-Chmeice,Baabda,الحدث شمالي,58.8235294117647,الحدث شمالي,El شمايس,58.8235294117647,المريجه,El شميكه,46.15384615384615,الشياح حي الكنيسة,El شميكي,44.44444444444444
El-Erbaniyeh,Baabda,العربانية,58.8235294117647,العربانية,El إربانيه,58.8235294117647,سبنيه,El إربنيه,57.142857142857146,المريجه,El إربنيه,42.857142857142854
El-Kalaa,Baabda,القلعه,60.0,القلعه,El قلع,60.0,العربانية,El قالعة,47.05882352941177,الحدث قبلي,El قلا,42.857142857142854
El-Khreibé,Baabda,المريجه,46.15384615384615,المريجه,El خريبه,46.15384615384615,الغبيري حي الجامع,El كحريبي,41.666666666666664,حارة حريك حي الكنيسة,El كحريبي,41.666666666666664
El-Kneissé,Baabda,الشياح حي الكنيسة,58.8235294117647,الشياح حي الكنيسة,El كنيس,58.8235294117647,سبنيه,El كنيسه,46.15384615384615,حارة حريك حي الكنيسة,El كنيس,45.45454545454545
El Halaliyeh,Baabda,الهلالية,66.66666666666666,الهلالية,El هلاليه,66.66666666666666,القلعه,El حالليه,53.333333333333336,المريجه,El هلاليه,50.0
Forn El-Chobbek,Baabda,حارة حريك قرانوح,44.44444444444444,حارة حريك قرانوح,فرن El شبيك,44.44444444444444,الشياح حي كرم الزيتون,فرن El شباك,40.0,الغبيري بئر حسن,فرن El شبيك,38.46153846153846
Ghbayreh,Baabda,الغبيري حي الجامع,62.5,الغبيري حي الجامع,غبيريه,62.5,سبنيه,غبيره,60.0,الغبيري بئر حسن,غبيريح,57.142857142857146
Hadace,Baabda,الحدث قبلي,66.66666666666666,الحدث قبلي,حدقي,66.66666666666666,القلعه,حدقه,50.0,قبيع,حدقي,50.0
Hazmiyeh,Baabda,المريجه,61.53846153846154,المريجه,حازميه,61.53846153846154,الحدث شمالي,حزميه,42.857142857142854,تحويطة النهر,حزميه,40.0
Louaizé,Baabda,الهلالية,60.0,الهلالية,لايز,60.0,الفياضية,ليزي,50.0,القلعه,لوزه,50.0
Mazraet-el-Mzeiraa,Baabda,العربانية,45.45454545454545,العربانية,مزراية el مذيرع,45.45454545454545,برج البراجنة حي المنشية,مزراية el مزيرعة,43.75,الشياح حي كرم الزيتون,مزريت el مزيرع,42.857142857142854
Aïn-el-Assad et Chmeicé,Chouf,عين الاسد والشميس,70.58823529411765,عين الاسد والشميس,عين el اساد اط شميك,70.58823529411765,عين الحور,عين el أسد ات شميكه,60.0,السمقانية,عان el السد عة شميق,57.142857142857146
Bkhchtaine,Chouf,بقعاتا,46.15384615384615,بقعاتا,بخشتاين,46.15384615384615,شحيم حي الوسطاني,بخشتيني,44.44444444444444,الدبية,بخشتين,40.0
Bkifa,Chouf,الدبية,66.66666666666666,الدبية,بكيفة,66.66666666666666,الكنيسة,بكيفة,60.0,بقعاتا,بقفا,60.0
Chemaarine,Chouf,السمقانية,61.53846153846154,السمقانية,شمارني,61.53846153846154,المغيريه,شمارينه,61.53846153846154,شحيم حي الوسطاني,شمارني,58.8235294117647
Dardourite,Chouf,دير دوريت,70.58823529411765,دير دوريت,ضردوريتي,70.58823529411765,وادي دير دوريت,ضردوريتي,70.58823529411765,الفواره,ضردورته,50.0
Debbiyeh,Chouf,الدبية,75.0,الدبية,دبيه,75.0,المغيريه,ضبييه,54.54545454545455,كليليه,ضبييه,54.54545454545455
Debbiyeh (Ain el Haour),Chouf,شحيم حي البيادر,26.66666666666667,شحيم حي البيادر,ضبياح (Ain el Haour),26.66666666666667,الدبية,دبيه (Ain el Haour),26.086956521739125,وادي دير دوريت,دبيه (Ain el Haour),24.24242424242425
Deir  El-Moukhalles Ech-Chouf,Chouf,المحتقره دير المخلص,69.56521739130434,المحتقره دير المخلص,دير El مخلص اش شوف,69.56521739130434,جديدة الشوف,دير El مخلص اش شوف,50.0,دير دوريت,دير El مخلص اش شوف,50.0
Douair Bsennaï,Chouf,المحتقره دير المخلص,60.0,المحتقره دير المخلص,دير بسن,60.0,بعقلين الفوقا,دوار بسين,60.0,حارة بعاصير,دوار بصين,60.0
El-Bkaya,Chouf,بقعاتا,57.142857142857146,بقعاتا,El بقايا,57.142857142857146,الدبية,El بقية,54.54545454545455,الكنيسة,El بكية,50.0
El-Fouara,Chouf,الفواره,66.66666666666666,الفواره,El فوار,66.66666666666666,بعقلين الفوقا,El فورا,44.44444444444444,حارة بعاصير,El فوارة,42.10526315789474
El-Freidice,Chouf,دير دوريت,44.44444444444444,دير دوريت,El فريديس,44.44444444444444,وادي دير دوريت,El فريديس,44.44444444444444,الدبية,El فرايديك,37.5
El-Jahliyeh,Chouf,الجاهلية,66.66666666666666,الجاهلية,El جاهليه,66.66666666666666,كليليه,El جهلييه,53.333333333333336,المغيريه,El جاهليه,47.05882352941177
El-Jdeidé,Chouf,جديدة الشوف,55.55555555555556,جديدة الشوف,El جديد,55.55555555555556,دير دوريت,El جديدي,47.05882352941177,وادي دير دوريت,El جديدي,47.05882352941177
El-Kahlouniyeh,Chouf,الكحلونية,70.58823529411765,الكحلونية,El كحلونيه,70.58823529411765,كليليه,El كهلنييه,62.5,الناعمه,El كهلنياه,47.05882352941177
El-Khreibé,Chouf,المغيريه,42.857142857142854,المغيريه,El خريبه,42.857142857142854,الكحلونية,El كحريب,40.0,عين الحور,El كحريب,40.0
El-Kneissé,Chouf,الكنيسة,66.66666666666666,الكنيسة,El كنيس,66.66666666666666,عين الاسد والشميس,El كنايس,43.47826086956522,السمقانية,El قنيص,42.857142857142854
El-Moghaïré,Chouf,المغيريه,71.42857142857143,المغيريه,El مغيره,71.42857142857143,الفواره,El مغاره,46.15384615384615,الجاهلية,El مجهري,42.857142857142854
El-Moghaïriyeh,Chouf,المغيريه,75.0,المغيريه,El مغعيريه,75.0,الجاهلية,El مجهريه,40.0,حارة بعاصير,El مغعيريح,38.095238095238095
El-Samkanieh,Chouf,السمقانية,58.8235294117647,السمقانية,El سمكانيه,58.8235294117647,شحيم حي الوسطاني,El سمكانيه,47.61904761904762,الكنيسة,El صامكنيه,47.05882352941177
Ghabet Jaafar,Chouf,الفواره,58.8235294117647,الفواره,جهبة جافار,58.8235294117647,حارة بعاصير,غابة جعفار,57.142857142857146,الجاهلية,غبية جافر,53.333333333333336
Jdael et Kfarhi,Chouf,الفواره,60.0,الفواره,جديل ات كفاره,60.0,جديدة الشوف,جديل عة كفره,57.142857142857146,المحتقره دير المخلص,جديل ات قفره,55.172413793103445
Jebah,Chouf,جباع,75.0,جباع,جباه,75.0,الجاهلية,جباه,60.0,الدبية,جابة,60.0
Kfar Haml,Chouf,الفواره,62.5,الفواره,كفار حامل,62.5,حارة الناعمه,كفار هامل,52.63157894736842,المحتقره دير المخلص,قفر حامل,48.0
Kfar Matta (Klaliyé),Chouf,حارة بعاصير,34.48275862068965,حارة بعاصير,كفار ماة (Klaliyé),34.48275862068965,بقعاتا,قفر ماتا (Klaliyé),33.33333333333333,المحتقره دير المخلص,قفر مت (Klaliyé),32.25806451612904
litige,Chouf,كليليه,54.54545454545455,كليليه,لتيجي,54.54545454545455,الجاهلية,لتجي,50.0,المغيريه,لتغي,50.0
Naamat,Chouf,الناعمه,66.66666666666666,الناعمه,نامت,66.66666666666666,بقعاتا,نعمات,54.54545454545455,حارة الناعمه,نعمة,50.0
Wadi Abou Youssef,Chouf,وادي دير دوريت,61.53846153846154,وادي دير دوريت,وادي أبو يصف,61.53846153846154,شحيم حي البيادر,وادي عاب يصف,51.851851851851855,جديدة الشوف,ودي أب يوسف,50.0
Aïn-El-Kach,El Metn,بيت شباب فوقاني,40.0,بيت شباب فوقاني,عان El قاش,40.0,الخنشاره,عان El كش,35.294117647058826,سن الفيل حي الحرج,أن El كش,33.33333333333333
Baskinta,El Metn,الرابية,54.54545454545455,الرابية,بسكينة,54.54545454545455,المسقى,بسكنتى,40.0,سن الفيل حي جسر الباشا,باسكنت,38.095238095238095
Bsifrine et El-Zahriyé,El Metn,مزرعة بنابيل,55.172413793103445,مزرعة بنابيل,بسفرني عة El زهري,55.172413793103445,سن الفيل حي جسر الباشا,بسفرن ات El ظهري,45.16129032258065,بيت شباب فوقاني,بسفرن ايت El ظهري,43.75
Deir Tamiche,El Metn,المشرع,54.54545454545455,المشرع,دير تمش,54.54545454545455,سد البوشريه,دير تامشي,50.0,الرابية,داير طاميش,47.05882352941177
El-Khounchara,El Metn,الخنشاره,66.66666666666666,الخنشاره,El خنشارة,66.66666666666666,مزرعة بنابيل,El خنشارة,38.095238095238095,الرابية,El خنشارة,37.5
El-Machera,El Metn,المشرع,60.0,المشرع,El مشر,60.0,الخنشاره,El ماشار,50.0,المحيدثة,El مشيرة,42.857142857142854
El-Mhaidcé,El Metn,المحيدثة,53.333333333333336,المحيدثة,El محيدكي,53.333333333333336,مار شعيا والمزكه,El مهايدكه,38.46153846153846,المسقى,El مهيدقي,30.769230769230774
El-Ouyoun,El Metn,بيت شباب فوقاني,34.78260869565217,بيت شباب فوقاني,El اويون,34.78260869565217,سن الفيل حي الحرج,El اويون,32.0,سد البوشريه,El اويون,31.578947368421055
Haret El-Belleni,El Metn,مزرعة بنابيل,52.17391304347826,مزرعة بنابيل,حرة El بلني,52.17391304347826,الرابية,حرية El باللن,50.0,الخنشاره,حارة El باللن,47.61904761904762
Hebouss,El Metn,سد البوشريه,46.15384615384615,سد البوشريه,حبوس,46.15384615384615,الرابية,حابس,44.44444444444444,المحيدثة,حبث,44.44444444444444
Majdoub,El Metn,الرابية,40.0,الرابية,ماجدب,40.0,المحيدثة,مجدب,40.0,مار شعيا والمزكه,ماجدوب,27.272727272727266
Mar Abda El-Mchammar,El Metn,مار شعيا والمزكه,54.54545454545455,مار شعيا والمزكه,مار عبدا El مشامر,54.54545454545455,المشرع,مار عبد El مشمر,38.095238095238095,مزرعة بنابيل,مار عبد El مشمر,37.03703703703704
Mar Chaya et Mzakki,El Metn,مار شعيا والمزكه,73.33333333333333,مار شعيا والمزكه,مار شيا ات مزك,73.33333333333333,بيت شباب فوقاني,مار شي ايت مزقي,53.333333333333336,سن الفيل حي الجديد,مر شاي اية مذكي,48.484848484848484
Mar Roukose et Dahr El-Hossain,El Metn,مار شعيا والمزكه,50.0,مار شعيا والمزكه,مار ركس ات ضهر El حوساين,50.0,سن الفيل حي الحرج,مر رقصي ات دحر El هسين,46.15384615384615,سن الفيل حي جسر الباشا,مر رقص اية ضحر El هسين,45.45454545454545
Mazraet El-Hadira,El Metn,مزرعة بنابيل,58.8235294117647,مزرعة بنابيل,مزرعة El حاضرة,58.8235294117647,الرابية,مزراية El حضرا,47.61904761904762,المشرع,مزرعة El حضرا,42.10526315789474
Mkallesse,El Metn,المسقى,50.0,المسقى,مكلس,50.0,سد البوشريه,مكاليس,47.05882352941177,الرابية,مكاليس,46.15384615384615
Zeghrine,El Metn,الرابية,40.0,الرابية,زغرين,40.0,سد البوشريه,ظغرينه,40.0,سن الفيل حي الحرج,ظغرني,40.0
Afka,Jubail,افقا,75.0,افقا,أفقا,75.0,العاقورة - أ,افقة,50.0,العاقورة - م,افقة,50.0
Aïn-El-Ghouaibé,Jubail,عين الغويبة,76.19047619047619,عين الغويبة,عين El غويبه,76.19047619047619,عين الدلبة,عين El غايب,57.142857142857146,عين الشلال,عين El غيب,54.54545454545455
Akoura,Jubail,العاقورة - أ,66.66666666666666,العاقورة - أ,أقرة,66.66666666666666,العاقورة - م,عقرة,66.66666666666666,افقا,أقرا,50.0
Al Kattara,Jubail,دير القطاره,62.5,دير القطاره,Al قطار,62.5,العاقورة - أ,Al قطرة,53.333333333333336,العاقورة - م,Al قطرة,47.05882352941177
Alita,Jubail,الريحانة,66.66666666666666,الريحانة,الية,66.66666666666666,الفيدار,اليتا,66.66666666666666,سرعيتا,اليتا,66.66666666666666
Arab El-Haibe,Jubail,المزاريب,52.63157894736842,المزاريب,الرب El هيب,52.63157894736842,الريحانة,الرب El حايب,50.0,العاقورة - أ,عارب El حيب,47.61904761904762
Bakhaase,Jubail,بخعاز,66.66666666666666,بخعاز,بخاص,66.66666666666666,الجليسه,بخاسه,50.0,المزاريب,باخاسي,42.857142857142854
Belhos,Jubail,المنصف,54.54545454545455,المنصف,بالحص,54.54545454545455,بنتاعل,بالحس,54.54545454545455,الجليسه,بالحس,50.0
Berket Hejoula,Jubail,الريحانة,58.8235294117647,الريحانة,برقية حاجلة,58.8235294117647,بنتاعل,بركت هاجل,53.333333333333336,سرعيتا,بركيت حجلا,50.0
Bintaél (Fdar-El-Soufla),Jubail,بنتاعل,35.71428571428571,بنتاعل,بنتال (Fdar El Soufla),35.71428571428571,العاقورة - أ,بنتال (Fdar El Soufla),23.529411764705884,عنايا وكفربعال,بنتال (Fdar El Soufla),22.22222222222223
Breige,Jubail,الجليسه,46.15384615384615,الجليسه,برايجي,46.15384615384615,دير القطاره,بريقه,42.857142857142854,عين الغويبة,بريغي,42.857142857142854
Deir Mar Sarkis,Jubail,دير القطاره,66.66666666666666,دير القطاره,دير مار سرقص,66.66666666666666,مزرعة السياد,ضاير مر سركيس,52.17391304347826,العاقورة - م,دير مر ساركس,45.45454545454545
El-Jlaicé,Jubail,الجليسه,61.53846153846154,الجليسه,El جليكه,61.53846153846154,العاقورة - أ,El جلايقي,38.095238095238095,العاقورة - م,El جلايقي,38.095238095238095
El-Kfoune,Jubail,كفر مسحون,50.0,كفر مسحون,El كفون,50.0,العاقورة - أ,El قفوني,37.5,دير القطاره,El قفنه,37.5
El-Mouncef,Jubail,المنصف,54.54545454545455,المنصف,El منسف,54.54545454545455,كفر مسحون,El مونسف,47.05882352941177,عنايا وكفربعال,El مونكف,36.36363636363637
El-Rihané,Jubail,الريحانة,71.42857142857143,الريحانة,El ريحان,71.42857142857143,سرعيتا,El ريحان,42.857142857142854,دير القطاره,El رهن,40.0
Hboub,Jubail,عين الغويبة,30.769230769230774,عين الغويبة,حبوب,30.769230769230774,كفر مسحون,حبوب,30.769230769230774,الجليسه,هبب,25.0
Hedayné,Jubail,الريحانة,54.54545454545455,الريحانة,حادين,54.54545454545455,عين الدلبة,حادين,53.333333333333336,عين الشلال,حادين,46.15384615384615
Jouret-el-Kattine,Jubail,دير القطاره,50.0,دير القطاره,جرت el قطنه,50.0,عين الغويبة,جورية el قطين,50.0,العاقورة - م,جورة el قطن,47.61904761904762
Kartaboune,Jubail,كفر مسحون,53.333333333333336,كفر مسحون,كرتبون,53.333333333333336,قرطبا الشمالية,قرطبون,44.44444444444444,دير القطاره,كرطبونه,37.5
Kfar-Mashoune et Dmalsa,Jubail,كفر مسحون,61.53846153846154,كفر مسحون,كفر مشون ات ضملسة,61.53846153846154,قرطبا الشمالية,قفر ماشن ات ضمالسة,56.25,دير القطاره,قفار مشني ات دملص,50.0
Kfar Kaouass,Jubail,كفر مسحون,62.5,كفر مسحون,كفر كوس,62.5,افقا,قفر قواس,50.0,الفيدار,كفار كاوس,50.0
Kfarbaal (Annaya),Jubail,عنايا وكفربعال,53.333333333333336,عنايا وكفربعال,كفربعال (Annaya),53.333333333333336,قرطبا الشمالية,قفربال (Annaya),37.03703703703704,دير القطاره,قفاربال (Annaya),32.0
litige,Jubail,الجليسه,60.0,الجليسه,ليتجه,60.0,عين الغويبة,لتيغي,42.857142857142854,دير القطاره,لتقي,40.0
Mastita,Jubail,سرعيتا,66.66666666666666,سرعيتا,مستيتا,66.66666666666666,المنصف,مصتتة,44.44444444444444,دملصا,ماسطة,40.0
Mechmech,Jubail,المزاريب,50.0,المزاريب,ماشميش,50.0,افقا,ماشماش,40.0,دملصا,مشماش,40.0
Mehrine,Jubail,المزاريب,66.66666666666666,المزاريب,ماهرين,66.66666666666666,الريحانة,ماهرين,57.142857142857146,المنصف,مهرن,50.0
n.a. (2),Jubail,كفر مسحون,23.529411764705884,كفر مسحون,,23.529411764705884,المنصف,,16.66666666666667,الريحانة,,15.384615384615387
Sarhita,Jubail,سرعيتا,72.72727272727272,سرعيتا,سرحتا,72.72727272727272,الريحانة,سارحة,61.53846153846154,مزرعة السياد,سارحة,53.333333333333336
Sirine,Jubail,الريحانة,60.0,الريحانة,سرين,60.0,سرعيتا,سرني,60.0,الفيدار,سيرن,44.44444444444444
Tedmor et Serghal,Jubail,مزرعة السياد,66.66666666666666,مزرعة السياد,طادمر عة سيرغل,66.66666666666666,دير القطاره,طدمر اط صارغل,58.333333333333336,قرطبا الشمالية,طادمر اية ثرغل,53.84615384615385
Aïntoura,Kasrouane,القليعات,46.15384615384615,القليعات,اينتر,46.15384615384615,غزير القناة,انتر,40.0,غزير المعاملتين,اينتر,40.0
Boukak El-Dine,Kasrouane,غزير القناة,36.36363636363637,غزير القناة,بقاق El دين,36.36363636363637,شوان والعبره,بوكاك El ضنه,33.33333333333333,غزير المعاملتين,بكاك El دين,33.33333333333333
Deir Baklouche,Kasrouane,القليعات,50.0,القليعات,داير بقلشي,50.0,النموره وكفر جريف,دير بكلوشه,44.44444444444444,غزير القناة,دير بكلش,42.10526315789474
Djounié Salel Alma,Kasrouane,ساحل علما,76.19047619047619,ساحل علما,جن سلال علما,76.19047619047619,غزير المعاملتين,جني ثاليل المة,55.172413793103445,القليعات,جني ثاليل علما,54.54545454545455
Djounié Sarba,Kasrouane,شوان والعبره,50.0,شوان والعبره,جون سارب,50.0,غزير القناة,جنيا ثرب,47.05882352941177,النموره وكفر جريف,جنه صرب,45.45454545454545
El-Abri et Chouan,Kasrouane,شوان والعبره,69.23076923076923,شوان والعبره,El عبر ات شوان,69.23076923076923,القليعات,El ابري عت شعان,43.47826086956522,غزير المعاملتين,El ابري إيط شعان,41.37931034482759
El-Kleiyate,Kasrouane,القليعات,61.53846153846154,القليعات,El قليت,61.53846153846154,غزير القناة,El قلاية,47.05882352941177,السهيله,El كليته,40.0
El-Mghaer,Kasrouane,غزير القناة,44.44444444444444,غزير القناة,El مغير,44.44444444444444,شوان والعبره,El مغاعر,40.0,غزير المعاملتين,El مغاير,38.095238095238095
Jouret Mhad,Kasrouane,النموره وكفر جريف,52.17391304347826,النموره وكفر جريف,جريت مهد,52.17391304347826,ساحل علما,جرات مهاد,44.44444444444444,شوان والعبره,جورات مهد,38.095238095238095
Kharayeb Nahr Ibrahim,Kasrouane,النموره وكفر جريف,51.61290322580645,النموره وكفر جريف,خريب نهر ابرهم,51.61290322580645,شوان والعبره,خرايب نهر عبرهم,44.44444444444444,غزير القناة,خريب ناهر عبرهم,41.666666666666664
litige,Kasrouane,القليعات,54.54545454545455,القليعات,ليتجه,54.54545454545455,السهيله,ليتجه,50.0,غزير المعاملتين,لتيغي,50.0
Mazraet El-Ras,Kasrouane,غزير المعاملتين,40.0,غزير المعاملتين,مزراية El رص,40.0,ساحل علما,مزراية El رس,38.095238095238095,غزير القناة,مزراية El رص,38.095238095238095
Mazraet Mrah el-Mir,Kasrouane,النموره وكفر جريف,51.61290322580645,النموره وكفر جريف,مذرية مره el مير,51.61290322580645,غزير المعاملتين,مازرعت مراه el مير,45.16129032258065,غزير القناة,مزراية مراه el مير,41.37931034482759
Mouchaa Kesrouan (Faraya),Kasrouane,شوان والعبره,37.5,شوان والعبره,موشا كسروان (Faraya),37.5,غزير المعاملتين,مشعا قيصرون (Faraya),36.36363636363637,ساحل علما,مشا كسروان (Faraya),35.71428571428571
Mouchaa Kesrouan (Kfardebian),Kasrouane,شوان والعبره,33.33333333333333,شوان والعبره,موشا كسروان (Kfardebian),33.33333333333333,غزير المعاملتين,مشعا قيصرون (Kfardebian),32.432432432432435,ساحل علما,مشا كسروان (Kfardebian),31.25
n.a. (3),Kasrouane,غزير القناة,25.0,غزير القناة,,25.0,غزير المعاملتين,,20.0,النموره وكفر جريف,,17.391304347826093
Nammoura et Kfar Jerif,Kasrouane,النموره وكفر جريف,62.5,النموره وكفر جريف,نمر ات كفر جريف,62.5,غزير القناة,نمرة ات قفر جيرف,48.0,غزير المعاملتين,نمر عت كفر جيرف,42.857142857142854
Souhailet El-Faouka,Kasrouane,السهيله,47.05882352941177,السهيله,سهيلة El فوق,47.05882352941177,ساحل علما,سحيلة El فوكا,45.45454545454545,النموره وكفر جريف,صوهيلت El فوك,42.857142857142854
Wata Salam,Kasrouane,ساحل علما,58.8235294117647,ساحل علما,وتا سالم,58.8235294117647,القليعات,وت سالام,50.0,غزير المعاملتين,وت سالام,43.47826086956522
Aïn-el-Katmoune,Bint Jbayl,تبنين حي التحتاني,50.0,تبنين حي التحتاني,عين el كتمني,50.0,تبنين حي آل بري,عين el كتمني,50.0,تبنين حي الفوقاني,عين el كتموني,48.0
Aïta-el-Zut,Bint Jbayl,عيتا الجبل,66.66666666666666,عيتا الجبل,عيتا el ذوت,66.66666666666666,تبنين حي التحتاني,اتا el زت,38.46153846153846,تبنين حي آل بري,أية el زت,38.095238095238095
